loan_amt_requested,mort_due,current_property_value,years_on_job,no_of_derog,no_of_delinq,age_of_oldest_cl,no_of_recent_credit_inquiries,no_of_cl,debt_to_income_ratio,cl_delinquency_ratio,approx_income,combined_ltv_ratio,loan_reason_homeImp,job_mgr,job_office,job_profExe,job_sales,job_self,income_group_high,income_group_lowMed,job_other_nonProvided,loan_reason_debtCon_np
10319,28505.13945341574,39943.77657857503,2.800729663533199,0,0,155.2466964341621,1,27,41.24056660677081,0.0,69269.99613403683,0.9718728918905146,0,0,0,0,0,0,0,1,1,1
24759,87823.34540539791,116868.11832765017,4.0830092068738075,0,0,166.4646521175434,4,27,56.152057740088594,0.0,156464.7629256766,0.9633285358850914,0,0,0,0,0,0,1,0,0,1
23916,21261.276849273432,46180.12189542357,15.297016713078195,0,0,210.82849449502322,3,16,33.86589293432076,0.0,62786.07131885935,0.9764599539088311,0,0,0,0,0,0,0,1,1,1
3983,14530.205499342448,22132.109526605105,3.520618331017018,0,1,152.71692657987003,4,8,35.23951945873246,0.1257074917473497,41233.78604270479,0.8361052681139624,1,0,0,0,0,0,0,1,1,0
9776,16518.989922143915,45649.53840306714,20.025979834083195,0,0,230.81158737602811,1,13,35.80014304613432,0.04967525207396004,46145.43155748316,0.5845689687031608,0,0,0,0,0,0,0,1,1,1
14463,40885.421029503384,61590.82687193884,6.713561102041012,0,0,111.30190552014841,1,17,35.24522428,0.041347027252233104,116002.72619184613,0.8986492644858382,0,0,0,0,0,0,0,1,1,1
11741,55267.01503944446,74744.96045700753,1.2239110740647021,0,1,138.5252356639341,1,19,35.24522428,0.054912753843063086,156807.10270362985,0.8965271129690816,0,0,0,0,0,0,1,0,1,1
39524,33475.56251446718,48514.64137832068,7.247559770279887,0,0,91.9373653850057,0,14,35.24522428,0.0464174569274787,94979.00267438858,1.5071684776724914,0,0,0,0,0,0,0,1,1,1
14737,19944.31419149701,79942.11993627514,6.937473704257155,0,1,144.3695315181965,0,12,34.64150019516517,0.08124912316274724,57237.83226197155,0.43498066811320674,0,0,0,0,0,0,0,1,1,1
6417,40132.402531668726,44513.22130040777,2.623178450209539,0,0,95.64903634461047,0,13,34.64867663838929,0.041619960303403016,115836.17028625916,1.0492211621084349,1,0,0,0,0,0,0,1,0,0
23163,74366.53996933387,103412.99387072588,4.556760763845292,0,1,76.08939950335272,3,26,39.6243383999512,0.03933333105813135,187859.17550798302,0.9435771518242891,0,0,1,0,0,0,1,0,0,1
23667,31363.53842077141,56820.19517415231,6.831356282004826,0,2,105.13842296620783,0,16,35.479515725579695,0.20224390803690157,88409.2045949032,0.96915083006566,0,0,0,0,0,0,0,1,1,1
11536,54998.34230127416,67220.32237601442,3.308513325607681,1,1,9.4035779780653,2,10,32.414555460965644,0.08971622225545342,169653.76739356105,0.9906304400399354,1,0,0,0,0,0,1,0,1,0
27756,127228.60212622776,167497.25850560245,17.46628052566508,0,1,228.13174925302013,0,25,31.356210827827383,0.07518912022349417,405878.42920933804,0.9253126733934186,0,0,0,0,0,0,1,0,0,1
37209,105339.4004911875,160422.41889578055,23.46639781194466,0,5,240.8923888940822,0,32,34.960174093980534,0.18310441314456524,301419.68108051893,0.8891440954837153,0,0,0,0,0,0,1,0,1,1
19192,77842.50309284811,104850.87223506629,4.0,0,0,94.62684236707516,0,19,35.65280659269224,0.0,218335.76403390948,0.9253622642601924,0,0,0,0,0,0,1,0,1,1
24961,38649.1625732922,71427.99675172614,4.364367770530361,0,2,139.5761239962543,3,22,35.24522428,0.10438968594719536,109657.8709578222,0.891064601970437,0,0,0,0,0,0,0,1,1,1
18822,14710.564371091888,22899.072468571005,3.5186291509248186,1,0,72.8067233807016,2,23,35.40908484553854,0.039189705315506564,41571.944571965585,1.4640536217081588,1,0,0,0,0,0,0,1,1,0
23574,81897.90275967584,116712.02521625064,7.52897355692933,0,0,155.19915583111083,0,12,34.94712017648108,0.09327105081327614,234323.06998041944,0.9036559282501854,1,0,0,0,0,0,1,0,1,0
13021,68597.31212462341,85911.4920677726,7.081371443981377,2,0,86.13103918024291,1,22,35.45538973416781,0.0,193472.2766982178,0.9500425110033721,0,0,0,0,0,0,1,0,0,1
7602,65000.0,94607.31929375281,25.39915394639712,0,3,77.36468925947914,1,30,35.24522428,0.11061975484406196,184422.1489,0.7672490268822063,0,0,0,0,0,0,1,0,1,1
17191,173005.77890881538,193808.5916346451,6.299298352884753,3,0,94.59852441451554,5,30,65.59526323856933,0.0,263786.439047269,0.9914285918699111,0,0,0,0,0,0,1,0,0,1
19714,49060.254910510055,71548.98516242871,6.585848215173664,0,0,84.80436855016899,2,13,33.03881138643139,0.0,148488.1376429578,0.9611573985757806,0,0,0,0,0,0,0,1,1,1
13458,56106.896937427824,82837.6538260642,8.855008720248305,0,0,115.09369985422919,0,11,38.85522366136582,0.0,144394.7030331192,0.8439362683161564,1,0,0,1,0,0,0,1,0,0
37624,76838.84871500079,176944.44400295746,9.665014316916816,0,1,220.97944418128765,0,29,38.77449859343698,0.03447877519160039,198217.4538762226,0.6754914683973621,1,0,0,0,0,0,1,0,1,0
18902,73664.97430826163,136802.09666394634,18.068458719333577,0,0,163.76552260012906,4,20,40.400062014952056,0.0465770640333211,182334.1908346807,0.6767676347671451,0,0,0,0,0,0,1,0,0,1
18679,99251.90268514746,137335.39856291807,9.34001644587115,0,1,92.18030555594969,5,21,34.07097701827243,0.13335114565286546,291231.04825952195,0.858401753678159,0,0,0,0,0,0,1,0,0,1
25150,70058.88159973286,101560.8864630869,3.730606468775415,1,0,105.41810617480029,0,7,36.13866961205315,0.004170178506098743,193860.43481766997,0.9376169974036805,0,0,1,0,0,0,1,0,0,1
2166,33598.837008194685,47043.76784696732,6.739959812183166,0,1,156.07909529607235,1,15,36.49951390456001,0.09740815182105397,92086.2911693035,0.760090089574688,1,0,0,0,0,0,0,1,1,0
19168,69669.4456713711,100768.69923214184,10.233361134885731,0,0,111.50828434212355,4,35,35.54475524465122,0.0,196030.18887999558,0.8814970008930861,0,0,0,0,0,0,1,0,0,1
5806,22218.911078592297,33946.10773097198,7.311464856178064,0,0,57.024993268371716,3,4,35.24522428,0.08961783803778,63040.91271969771,0.829126795024508,1,0,0,0,0,0,0,1,1,0
21842,102986.76547022941,138094.60029240875,10.578612961001053,0,0,171.24258091025933,4,47,35.092306817916835,0.012888797385168512,293461.85930059385,0.9043416235145768,0,0,1,0,0,0,1,0,0,1
5780,16629.133000006237,25456.71060303761,1.2616347771170768,0,1,211.45213788916146,5,31,35.59096510906166,0.03941544762369591,46716.573858261254,0.8795714865731988,1,0,0,0,0,0,0,1,1,0
15866,48244.34211536064,79089.1392314845,9.667073904946328,0,0,90.85528633168693,1,16,38.79119815188097,0.0,124444.6580310251,0.8146831881375215,0,0,0,0,0,0,0,1,1,1
4901,35043.44185436858,50124.008837707355,2.2126129732476674,0,0,99.57364394286212,0,8,35.24522428,0.0,99427.49000271836,0.7970782846771745,1,0,0,0,0,0,0,1,1,0
23274,138399.77996537442,178252.53039819415,5.501980311630214,0,0,46.57040586443465,3,8,35.75032646901678,0.025241412594578808,387213.0272527968,0.907321814548604,0,0,0,0,0,0,1,0,0,1
21886,91377.86501199933,101156.73279104171,3.739505561087684,3,0,96.44241198953847,1,16,36.52688577620196,0.0,250239.27801586766,1.1209889956330348,0,0,0,0,0,0,1,0,1,1
5745,22226.607763112555,34018.7349561791,7.516163912567925,0,0,57.68548889039123,2,4,35.24522428,0.08279453616494131,63062.75024429633,0.8256001872492005,1,0,0,0,0,0,0,1,1,0
15609,72421.51862282616,106400.45794343429,13.0,0,2,118.6828551160183,2,34,40.12304787481172,0.07802035324875194,180546.7871671971,0.8279707633231007,1,0,0,1,0,0,1,0,0,0
34969,83578.18575182017,124258.13869330159,28.01358132815328,0,9,226.5637831106712,2,28,35.9402026275618,0.29672085182255636,232555.77383119176,0.9545178304060987,0,1,0,0,0,0,1,0,0,1
4780,45283.74433295929,57849.96332678883,3.7787272425926273,0,0,124.9850221836991,1,19,35.705341067057965,0.0,126825.37258580742,0.8655914688824239,1,0,0,0,0,0,0,1,1,0
38597,121402.71070169247,164961.520482193,7.364231183885485,0,0,294.58150803596686,5,46,35.24522428,0.012486967630481035,344451.51983085246,0.9722039995300571,0,0,0,0,0,0,1,0,0,1
13963,30043.696364463278,43608.92071299435,0.44603564971751375,7,0,226.30848946664446,0,17,35.2350831032335,0.05201559049773176,85264.64758805906,1.0091124231876796,0,0,0,0,0,0,0,1,0,1
22820,73248.81256568606,109845.59370009245,4.496247517736216,0,0,172.97807807727978,2,22,48.562884749504335,0.0,150803.33283473464,0.874697410069822,0,1,0,0,0,0,1,0,0,1
11087,62187.21671487777,81556.69933464273,7.4226891361230685,0,4,133.195480530731,2,34,35.94320097319695,0.12644038130401442,173045.33266329058,0.8985015372587526,0,0,0,0,0,0,1,0,1,1
24210,75033.90648832975,104122.85066876342,8.538084447939035,0,3,134.539248038146,2,40,35.63137756,0.08735713320678933,210583.7932973331,0.9532034615060857,0,0,0,0,0,0,1,0,0,1
3054,28800.169652673736,38840.43760920619,5.165879181759567,0,0,71.26177685765965,1,20,35.24522428,0.0,81713.67961932223,0.8228225540930304,1,0,0,0,0,0,0,1,1,0
30850,30214.92592862529,71925.66522418009,19.627473410824848,1,0,128.55837537453704,0,14,35.98196897346875,0.0,84040.01014801062,0.849100921140705,0,0,0,0,0,0,0,1,0,1
15000,18191.589784187538,21137.427152623623,1.879581568866275,0,1,45.84589711829828,5,7,35.24522428,0.3645292649745591,51614.33968453138,1.6069497807757045,1,0,0,0,0,0,0,1,1,0
24904,31786.373125251277,60545.82724392161,5.4710563310685645,0,1,127.97148496389914,0,17,38.43542129082974,0.16578958562416693,82981.07208039313,0.9368376907174376,0,0,0,0,0,0,0,1,1,1
9010,29170.745654689203,40395.499331490646,4.775295690610244,0,0,106.06195205732395,6,31,23.74282193582509,0.0,123123.39645750375,0.94475851742053,0,0,0,0,0,0,0,1,1,1
13615,84536.38199299222,95963.2494710237,4.633081885828013,1,0,130.16033903586143,0,13,35.24522428,0.03180651691355218,239852.01885637047,1.024536758948543,0,0,0,0,0,0,1,0,1,1
20172,177854.22125771685,220808.80998263054,11.1982169174427,0,0,213.23688144730562,0,25,33.37804123,0.0,532847.9883631597,0.8970897705885071,0,0,0,0,0,0,1,0,0,1
31598,151580.7749249603,164856.3198971259,8.051461037029753,0,0,116.00955351241605,4,30,35.81153342788789,0.0,423299.85472666053,1.1121149866089701,0,0,0,0,0,0,1,0,0,1
11177,83528.88145615101,132266.56675874387,27.173288736906052,0,1,277.8383570265198,3,22,35.73280416735364,0.06198928214738286,233756.49150178922,0.7161870903246602,0,0,0,0,0,0,1,0,0,1
16795,90951.91447614078,115409.67105337599,15.903289466240073,0,1,92.67096271064652,0,24,35.15841570706944,0.07699942805152099,258672.56897202268,0.933571450142218,0,0,0,0,0,0,1,0,0,1
45689,201076.62348790164,276007.5560013158,20.17239428213493,0,0,186.84007602798522,1,21,38.44451237606244,0.0,525193.694494276,0.894069891747736,0,1,0,0,0,0,1,0,0,1
45022,163783.56956225762,235369.8817010074,15.178343814103394,0,1,154.65186328655633,2,40,36.03050057697879,0.06498061297817474,454569.56613217434,0.8871222317124458,0,0,0,0,0,0,1,0,0,1
13168,65758.08059071304,87681.01547491728,1.8405077374586418,0,0,112.62194629890787,1,24,35.24522428,0.0,186573.02350451075,0.9001549478851739,0,0,0,0,0,0,1,0,1,1
43498,237641.4979044044,280979.14274765627,0.0,0,3,145.48211955627661,1,21,33.92065493720931,0.13432598171660376,700158.8361680623,0.9960439966821077,1,0,0,0,0,0,1,0,0,0
6643,27401.583387600844,42449.95564673403,2.0,0,2,170.57016178435347,3,27,41.37218144329248,0.074074074,66228.76352339213,0.801964693722086,0,0,0,0,0,0,0,1,1,1
15139,61280.125416945135,84913.09541976007,0.814353295098757,0,0,158.539292690761,1,22,51.012326365408676,0.0,120203.87264686826,0.9000299804681183,0,1,0,0,0,0,0,1,0,1
50000,208620.53908530276,292331.5699336423,3.6715612300220632,0,0,106.71791454370155,1,20,33.865645976842764,0.02214064594489248,615773.8838899155,0.884465922368995,0,0,0,0,0,0,1,0,0,1
19037,62195.423154574215,84665.99983279555,0.11830938815649195,0,0,98.35609709426896,1,22,53.77222384249481,0.0,115714.20645714752,0.9594885083502018,0,1,0,0,0,0,0,1,0,1
15055,96888.06303337155,135941.80617165175,1.0921967091624234,0,0,135.36860357929484,0,17,35.24522428,0.007744763162326362,274896.9967059294,0.8238981218389964,0,0,0,0,0,0,1,0,0,1
30626,78258.41483047394,127870.02762406421,8.629731380251032,0,0,35.866126085482875,0,32,40.51276502459425,0.016710592990610274,192818.75870874603,0.8516484079286641,0,0,0,0,0,0,1,0,0,1
5500,40228.851127269896,46850.07197035442,4.552159317055513,0,1,126.67719794223711,0,12,34.343613333684345,0.09051469094979481,117117.3616297162,0.9764733701246384,1,0,0,0,0,0,0,1,0,0
13534,103005.4183149972,123975.61794951433,2.3134995703675987,0,0,116.96290825483572,0,20,45.42288237390682,0.0,227017.89082440123,0.9400748129973939,0,0,0,0,0,0,1,0,0,1
39585,161070.5793740326,231901.93124677532,8.450965623387654,2,2,55.11403874784551,2,15,35.383165381618596,0.13146535675277107,455227.0505317019,0.865517162538394,0,0,0,0,0,0,1,0,0,1
43751,80714.42620612553,140831.96791881966,11.000172214409515,0,1,136.6155431520852,0,36,35.34174597471023,0.02752631276507646,228377.8820573997,0.8823509836648856,0,0,0,0,0,0,1,0,0,1
12960,51920.096264591586,72690.48159851445,8.016081499820013,0,1,95.06898907454253,2,18,35.43250643528452,0.11133751939318343,146531.66049440304,0.8924890429132843,0,0,0,0,0,0,0,1,1,1
20715,35113.91938778004,51739.267899442144,5.644461851203275,0,1,60.91801117920032,1,12,34.37801823550616,0.2322230925601637,102104.88810577172,1.0850841949726198,0,0,0,0,0,0,0,1,1,1
13622,21603.198646680576,37309.41400143876,17.50179817380223,0,0,149.67132068968928,4,24,35.63137756,0.020745614015341942,60629.70372165518,0.9436059465542491,0,0,0,0,0,0,0,1,0,1
14750,57943.27205391564,75626.0111140464,2.061367476209308,0,0,125.90705226827518,2,16,38.77886098644277,0.0,149430.98102215133,0.9612153667975166,0,0,0,0,0,0,0,1,1,1
25365,38126.47330426284,69189.35925905891,5.914554835596617,1,0,174.8798985879726,0,15,48.88744108142286,0.0,78318.04299038168,0.9182569117333937,0,0,0,0,0,0,0,1,0,1
16725,97448.21022879392,114202.2650445452,0.0,4,0,170.5103612295627,1,40,41.682492488591826,0.0,233841.1380602211,1.000839544316232,0,0,0,0,0,0,1,0,0,1
31038,16100.469392024119,45715.27690944175,7.9556474712449745,5,2,85.54521805360898,0,14,35.105486213816306,0.141489062543381,45837.62597939197,1.041423888085144,0,0,0,0,0,0,0,1,1,1
14827,164206.96178577436,206910.06821256957,5.741365331619778,0,0,243.12272211789806,1,28,33.57230486148622,0.0034484622450696306,489069.8945336396,0.8655431816593586,0,0,0,0,0,0,1,0,0,1
9433,27450.739415967397,39991.31796312846,9.76407508501253,0,0,40.942179892077704,0,1,35.34659187994938,0.0,77665.60970797433,0.9223166557579019,1,0,0,0,0,0,0,1,1,0
41232,46308.847731007736,99009.88618695494,5.940682878270367,0,0,209.81206277335275,1,33,34.6351361438076,0.017717301206613814,133568.53330661752,0.8840011932291362,0,0,0,0,0,0,0,1,1,1
7579,31317.564754118575,43486.812660186864,11.12013639905068,0,0,111.98087889647161,2,22,36.00362107777939,0.04430311859913186,86984.80920787845,0.8947866272820677,0,0,0,0,0,0,0,1,1,1
11042,51397.746338631216,74282.99285565021,13.483097539734123,0,0,128.9044759980673,1,17,35.24522428,0.02471829232890206,145828.96656773015,0.8413915051648038,0,0,0,0,0,0,0,1,1,1
6706,48121.879918055296,60980.56986813611,1.235516749865306,1,0,92.46775180903438,5,35,35.24522428,0.0,136534.46928144715,0.8991343450896723,0,0,0,0,0,0,0,1,1,1
7619,9257.91659885387,63413.234341941265,1.9788890697230155,0,0,189.9539180093446,0,13,35.24522428,0.0,26267.151898321506,0.265277943829709,1,0,0,0,0,0,0,1,1,0
3794,45000.0,58006.39732534497,3.448716018708205,0,0,154.2116727081613,2,16,35.59177060482543,0.0,126435.10303851283,0.8412765754692191,0,0,0,0,0,0,0,1,1,1
21292,54110.46486649024,78121.71519446703,3.4818268581785405,0,0,112.94118090719195,2,17,34.76243672490054,0.017075249758678628,155649.26408994847,0.9657583485552725,0,0,0,0,0,0,1,0,1,1
15619,55708.982350420614,75930.33152048914,2.766855948748859,0,0,80.33071858760512,0,11,69.083872944675,0.0,80667.63223521053,0.9446207425627611,0,0,0,0,0,0,0,1,1,1
9254,48980.62216642951,71763.87972244203,9.49060258234538,2,2,168.05961181399752,2,11,35.24522428,0.17095289340564207,138970.94756842498,0.8122469763317272,0,0,0,0,0,0,0,1,1,1
9132,62241.94484891585,77015.75826284809,7.224547728252429,0,0,80.51733813727922,3,18,37.28319996056482,0.032310511387436465,166993.75433237728,0.9269698123349899,0,0,0,0,0,0,1,0,1,1
6404,30796.978516939806,41322.320501607144,3.8529580720796135,0,0,104.27127706066653,1,26,35.57685919310559,0.0,86560.52056625402,0.900311210343124,1,0,0,0,0,0,0,1,1,0
7661,27664.71957686152,40731.50659060569,4.030822348990512,0,0,33.40432303812702,1,6,35.54427412689714,0.0,77835.29486448487,0.8674276683320605,1,0,0,0,0,0,0,1,1,0
26486,153335.4243368924,191783.00787663017,0.8104581257409817,0,4,165.03071410664623,2,53,35.177951345808175,0.08014424972971557,435874.51200457267,0.9380775447119822,0,0,0,0,0,0,1,0,0,1
27016,42380.57312222066,72254.5050500226,9.553592927155806,0,6,228.49069723044533,2,21,42.05717336672131,0.26136304146646855,100877.62476116515,0.9613221252030285,0,0,0,0,0,0,0,1,1,1
37481,84678.04017756956,126509.86487800557,16.039459512022248,0,4,212.44594446398736,0,56,35.167576190898025,0.10256455747293847,240872.9929504429,0.9658249879623687,0,1,0,0,0,0,1,0,0,1
15098,140934.28348790377,161752.53283803197,13.439210601249718,0,1,170.68844512091425,1,31,35.871513514222336,0.031692752834748796,392862.7925150898,0.9645855237322494,0,0,0,0,0,0,1,0,0,1
18661,68102.9922111674,87899.79546054662,16.484762385416463,0,1,103.54989709728757,2,30,60.21271618090229,0.03488838591366044,113496.20172904173,0.9876193640037233,0,1,0,0,0,0,0,1,0,1
10042,52686.57578113244,69655.1865694317,2.084750279556661,0,0,115.68821590588185,0,7,28.629052194896477,0.09329273256006915,184025.91116439019,0.8999995271964292,1,0,0,0,0,0,1,0,0,0
6691,59142.57531702749,101997.2378183782,2.7874382485451665,0,0,121.84293888058531,0,11,35.09166391951331,0.01813081028532939,168584.84272367478,0.6473108302977078,0,0,0,0,0,0,1,0,0,1
9231,27505.614408396923,40349.543848691595,8.565973954085754,0,0,48.49204280895788,1,4,35.41115565066918,0.0,77676.24415937414,0.9109192102276277,0,0,0,0,0,0,0,1,1,1
13856,59418.5042219693,85359.42860773453,8.939495905101568,0,1,190.45286694017983,1,27,34.67377214295501,0.060903027936316134,171408.21877872513,0.8588186344652652,0,0,0,0,0,0,1,0,0,1
17809,140011.15029996049,169953.35438813362,3.2914144344801644,0,1,117.93757485578712,5,20,35.45941588068357,0.05020649491621786,394839.6799673277,0.9289300097049029,0,1,0,0,0,0,1,0,0,1
31436,151417.05419217714,164955.10431372054,7.94203829864802,0,0,115.8183901866354,4,30,35.770076538219314,0.0,423335.3802667037,1.1095734661521994,0,0,0,0,0,0,1,0,0,1
13234,58108.32804284817,72268.16860667628,9.495853470428873,0,1,91.19128102046281,1,30,36.94415174498252,0.05216971936606516,157286.68566748904,0.9875513679395986,0,0,0,0,0,0,1,0,1,1
15796,104904.53342531895,121215.60765312178,1.9960157295618595,0,0,134.01574346065706,0,20,44.91293393849343,0.0,233572.91775203476,0.9957581852265256,0,0,0,0,0,0,1,0,1,1
11503,72885.765707405,86852.66729634297,9.531343439318228,0,0,167.42859643911223,1,17,33.87566582338892,0.04018005463253288,215428.83486480772,0.971468325177582,1,0,0,1,0,0,1,0,0,0
12194,29725.396778710074,48775.2344111081,12.464802098116758,0,0,142.8904937530918,0,5,37.22846571270312,0.0,79915.7833458501,0.8594418461090828,0,0,0,0,0,0,0,1,0,1
45463,50101.12515618169,115115.34507038057,8.0,0,1,128.14578575391818,0,21,35.24522428,0.0465691197806873,142150.1101906444,0.8301377525843281,0,0,0,0,0,0,0,1,1,1
45312,34545.26038459067,50013.19498205395,12.193185994723082,2,1,115.133889663104,3,41,33.42659606331087,0.045954416427425544,103360.36378388773,1.5972772518720433,0,0,0,0,0,0,0,1,1,1
11266,114032.58619162918,138665.25223993158,5.417771687553449,0,0,203.7211805935934,0,35,35.63137756,0.0,320034.17773977784,0.9037957340385538,0,0,0,0,0,0,1,0,0,1
24010,164419.84054032425,225071.44516148302,2.19128966437287,0,0,4.10061277257739,0,0,31.598923313059462,0.0,520319.4439386779,0.8372319931705318,0,0,0,0,0,0,1,0,0,1
23635,19748.62226544783,39160.23723875655,9.988978123582648,0,0,208.48024462858976,0,17,34.93574209340214,0.04907363630558921,56584.50270199266,1.112643730179424,0,0,0,0,0,0,0,1,0,1
22931,41964.423682749184,66235.98874488202,6.235988744882027,0,0,84.45573904712927,1,17,36.0698725095584,0.0,116347.33713743628,0.9838764967363468,0,0,0,0,0,0,0,1,0,1
57705,82646.81863813916,162907.3276581664,5.3092421080882275,0,4,278.0174527869379,2,19,31.558597979639035,0.19095774738804674,262439.10762232007,0.8645406271196029,0,0,0,0,0,0,1,0,1,1
7854,49631.91209102131,77714.94993944895,9.708542654434432,2,3,244.84355567737168,2,15,35.24522428,0.21157556024117152,140818.8288964567,0.7408922589974112,0,0,0,0,0,0,0,1,1,1
25873,42669.917707881126,70849.69838027682,8.210690968962666,0,7,245.91288322994492,3,23,42.37562902634495,0.30892806446945087,100788.73790658181,0.9671819736496766,0,0,0,0,0,0,0,1,1,1
23532,39931.249144285335,71694.16263159263,4.111806523740851,0,0,133.41926480646185,3,22,36.52622085315995,0.03534721306706558,109467.57385882821,0.8852997731488991,0,0,0,0,0,0,0,1,1,1
24598,39516.39148931358,67783.91556912889,13.711470278582256,2,3,177.39057042214472,2,21,39.077008888438975,0.14632295667726145,101221.79733689051,0.9445407023844224,0,0,0,0,0,0,0,1,1,1
17262,49969.31231750247,73589.66304636028,6.038763415478263,0,0,155.7386185558085,0,31,35.93182244036152,0.015583402348825388,139041.35599100578,0.9132584096552674,0,0,0,0,0,0,0,1,1,1
8460,31676.164326507074,45165.74704207275,19.724925245426462,0,1,118.43346541187164,2,18,36.42396484883353,0.09433096072922362,86965.43226797777,0.8888995973043823,0,0,0,0,0,0,0,1,0,1
8024,20420.216683779618,39579.31391704932,0.20206255728791023,0,0,83.71689795828605,1,12,21.22512949726134,0.07852231975048428,96607.17582572102,0.7180056897223649,0,0,0,0,0,0,0,1,0,1
35669,295037.13261570287,395377.99987023044,4.195516434563699,0,0,168.09056416856046,0,23,26.365722408485166,0.0,1108223.506596785,0.8348877276791697,0,0,0,1,0,0,1,0,0,1
39859,159702.610112779,227342.03370926334,6.17101685463167,0,0,22.753965889816914,6,7,35.01783388282479,0.044610165779204895,456068.36170474644,0.8780218460928003,0,0,0,0,0,0,1,0,0,1
5956,30846.114878140368,47611.020153686906,11.317323539378812,0,0,74.28393108646242,0,17,35.24522428,0.0,87518.56600824329,0.7726252220170576,0,0,0,0,0,0,0,1,0,1
24256,30834.24089309344,58220.75458507599,11.120411591859634,0,4,39.921027114051924,0,12,35.540934955169845,0.32568815258358064,86750.0131685152,0.946481874874455,0,0,0,0,0,0,0,1,0,1
18458,70805.8998313696,95044.76004482683,14.093408746663034,0,2,203.03529191329739,2,30,51.54309708538712,0.08804292664886064,137628.1544809277,0.9396342543783132,0,0,0,1,0,0,0,1,0,1
46559,47339.37698862468,117363.39211282237,8.0,0,1,129.04763089018076,0,21,35.24522428,0.04665991006088133,134314.3020172585,0.8001104649979931,0,0,0,0,0,0,0,1,1,1
9334,29579.94539338862,72730.28112059584,3.6631004140932877,0,0,94.78386557021511,2,15,35.07266501820994,0.03959762880798896,84373.11087768346,0.5352202266496285,0,0,0,0,0,0,0,1,0,1
12855,42132.109634028464,71099.34004153027,10.428944333430143,0,0,56.48837894939881,1,20,35.410862541291465,0.01730471699573634,118981.99556297313,0.7734637106473008,0,0,0,0,0,0,0,1,1,1
9915,4877.8807310209295,61558.1360429865,27.786335026866567,1,0,117.08346807855189,0,6,35.24522428,0.049173182216271434,13839.834559210496,0.24920020622041386,1,0,0,0,0,0,0,1,1,0
12124,90575.00172985056,111517.85096481946,17.21428077185557,0,3,116.32919696327752,1,22,35.11923345477884,0.13456381295073544,257904.75882939392,0.9208455566339124,0,0,0,0,0,0,1,0,0,1
23512,59895.79445969094,92191.41561527268,10.021460961818295,0,0,112.18359570953837,6,28,34.83019399,0.010637639507178633,171965.14747183223,0.9050141717157352,0,1,0,0,0,0,1,0,0,1
13772,110931.83751864094,138531.8823915627,5.141530461472752,1,1,142.5798959620277,3,58,35.56507739438352,0.02548634149251834,311915.79332209326,0.9001758324514877,0,1,0,0,0,0,1,0,0,1
19601,9243.235200831845,39516.31142018378,21.250732888498074,0,0,169.1938281908657,2,27,34.31184328376633,0.015628523502394593,26876.093336521,0.7422880238820223,0,0,0,0,0,0,0,1,1,1
14295,60898.14116713223,118241.70691239863,7.17937142551153,0,1,85.6198115733618,0,13,48.62305668127601,0.053733664730866465,126874.4537004772,0.634814857237862,0,0,0,0,0,0,0,1,0,1
16754,0.0,0.0,0.8705269662693842,0,0,96.83307736519315,0,18,31.817163581078287,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0
28664,58368.58107878162,91314.18921218376,2.6314189212183763,0,3,110.5083666337841,4,27,34.83019399,0.12178404321743067,167580.40765187782,0.9583119190357826,0,0,0,0,0,0,1,0,0,1
14191,28310.763831930057,45530.15832040747,12.117577261903655,0,1,191.42229064117916,0,26,37.14736450970335,0.056053059678787986,76124.34898369749,0.9343537719527027,0,0,0,0,0,0,0,1,0,1
10884,62200.80541622538,81105.75669727636,8.53842143128433,0,4,120.72409463070272,3,33,36.06408683800031,0.13393551165943332,172483.13156987805,0.9011105199568954,0,0,0,0,0,0,1,0,1,1
15243,43561.426323402804,61380.26738736806,3.1548968854127084,0,0,18.403565166222005,8,9,35.24522428,0.0,123595.25921852149,0.958348113116821,0,0,0,0,0,0,0,1,0,1
6969,59364.540793614935,70361.45115010132,4.413980471598833,0,0,188.98340482597146,0,17,31.935472409909373,0.013022656173669945,185859.79813949674,0.9426228229424369,1,0,0,0,0,0,1,0,0,0
11787,98622.10093085932,126882.12440625974,6.988380273302743,0,0,129.01743390664532,1,22,35.858759699110344,0.014050274094308528,275023.567806605,0.8702378942876676,0,0,0,0,0,0,1,0,0,1
17857,74676.54225637314,105207.5233434554,12.000106246299676,0,1,107.68074509284699,4,33,41.31237695934081,0.030136115746521686,180766.62218240855,0.8799015077261432,0,0,0,1,0,0,1,0,0,1
15453,54933.25994416283,69615.4013092582,4.384147294048738,0,0,121.5160219327327,3,27,41.400882725845946,0.012317054119025245,132678.072968872,1.0109252429461235,0,0,0,0,0,0,0,1,1,1
11381,75429.6231531207,103587.62487316983,17.47624873169831,0,0,171.30525890489145,0,21,35.960360621180776,0.0,209782.55318539264,0.8380571552467198,0,0,0,0,0,0,1,0,1,1
31391,31233.573306795905,71202.56617556237,17.25698438768382,2,1,121.50473898565065,1,19,35.78425409222575,0.05805324041424691,87262.67176870674,0.8801106140867138,0,0,0,0,0,0,0,1,0,1
10312,27256.744372280187,53781.0863438758,1.4162798794790685,0,0,99.52779299036737,0,6,35.62838741122633,0.14927912990168804,76511.61171831252,0.7001181090220707,0,0,0,0,0,0,0,1,0,1
